Variable Name,context,Item_content,Responses,Domain,Sub-Domain,min_response,max_response,order
PAINQU51,In the past 7 days,How intense was your <U>shooting</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items,1,6,0.0
PAINQU52,In the past 7 days,How intense was your <U>splitting</U> pain?,1 = Not sure if I had this type of pain 2 = Did not have this type of pain 3 = Mild 4 = Moderate 5 = Severe 6 = Very severe,Pain,Quality Items,1,6,0.0
PAINQU53,In the past 7 days,How often did you experience <U>nagging</U> pain?,1 = Never 2 = Rarely 3 = Sometimes  4 = Often  5 = Always,Pain,Quality Items,1,5,0.0
PAINQU54,In the past 7 days,How often did you experience <U>vicious</U> pain?,1 = Never 2 = Rarely 3 = Sometimes  4 = Often  5 = Always,Pain,Quality Items,1,5,0.0
PAINQU55,In the past 7 days,How often did pain intensity change?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Pain,Quality Items,1,5,0.0
PAINQU56,In the past 7 days,How often were you pain-free?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Pain,Quality Items,1,5,0.0
PFA1, ,"Does your health now limit you in doing vigorous activities, such as running, lifting heavy objects, participating in strenuous sports?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA2, ,Does your health now limit you in exercising regularly?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA3, ,"Does your health now limit you in bending, kneeling, or stooping?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA4, ,"Does your health now limit you in doing heavy work around the house like scrubbing floors, or lifting or moving heavy furniture?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA5, ,Does your health now limit you in lifting or carrying groceries?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA6, ,Does your health now limit you in bathing or dressing yourself?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA7, ,How much do physical health problems now limit your usual physical activities (such as walking or climbing stairs)?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part I Items,1,5,0.0
PFA8, ,Are you able to move a chair from one room to another?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA9, ,Are you able to bend down and pick up clothing from the floor?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA10, ,Are you able to stand for one hour?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA11, ,Are you able to do chores such as vacuuming or yard work?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA12, ,Are you able to push open a heavy door?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA13, ,Are you able to exercise for an hour?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA14, ,Are you able to carry a heavy object (over 10 pounds)?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA15, ,Are you able to stand up from an armless straight chair?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA16, ,"Are you able to dress yourself, including tying shoelaces and doing buttons?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA17, ,Are you able to reach into a high cupboard?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA18, ,Are you able to use a hammer to pound a nail?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA19, ,Are you able to run or jog for two miles?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA20, ,Are you able to cut your food using eating utensils?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA21, ,Are you able to go up and down stairs at a normal pace?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA22, ,Are you able to open previously opened jars?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA23, ,Are you able to go for a walk of at least 15 minutes?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA24, ,Are you able to climb several flights of stairs?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA25, ,"Are you able to do yard work like raking leaves, weeding, or pushing a lawn mower?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA26, ,Are you able to do two hours of physical labor?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA27, ,Are you able to run on uneven ground?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA28, ,Are you able to open a can with a hand can opener?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA29, ,Are you able to pull heavy objects (10 pounds) towards yourself?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA30, ,Are you able to step up and down curbs?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA31, ,Are you able to get up off the floor from lying on your back without help?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA32, ,Are you able to stand with your knees straight?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA33, ,Are you able to exercise hard for half an hour?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA34, ,Are you able to wash your back?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA35, ,Are you able to open and close a zipper?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA36, ,Are you able to put on and take off a coat or jacket?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA37, ,Are you able to stand for short periods of time?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA38, ,Are you able to dry your back with a towel?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA39, ,Are you able to run at a fast pace for two miles?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA40, ,Are you able to turn a key in a lock?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA41, ,Are you able to squat and get up?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA42, ,Are you able to carry a laundry basket up a flight of stairs?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA43, ,Are you able to write with a pen or pencil?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA44, ,Are you able to put on a shirt or blouse?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA45, ,Are you able to get out of bed into a chair?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA46, ,Are you able to cut your toe nails?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA47, ,Are you able to pull on trousers?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA48, ,Are you able to peel fruit?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA49, ,Are you able to bend or twist your back?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA50, ,Are you able to brush your teeth?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA51, ,Are you able to sit on the edge of a bed?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA52, ,Are you able to tie your shoelaces?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA53, ,Are you able to run errands and shop?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA54, ,Are you able to button your shirt?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA55, ,Are you able to wash and dry your body?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFA56, ,Are you able to get in and out of a car?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part I Items,1,5,0.0
PFB1, ,"Does your health now limit you in doing moderate work around the house like vacuuming, sweeping floors or carrying in groceries?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB2, ,Does your health now limit you in driving a car or using public transportation?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB3, ,Does your health now limit you in putting a trash bag outside?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB4, ,Does your health now limit you in dancing for half an hour?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB5, ,"Does your health now limit you in hiking a couple of miles on uneven surfaces, including hills?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB6, ,Does your health now limit you in eating a meal within a normal time?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB7, ,"Does your health now limit you in doing strenuous activities such as backpacking, skiing, playing tennis, bicycling or jogging?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB8, ,Are you able to carry two bags filled with groceries 100 yards?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB9, ,Are you able to jump up and down?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB10, ,Are you able to climb up five steps?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB11, ,"Are you able to wash dishes, pots, and utensils by hand while standing at a sink?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB12, ,"Are you able to make a bed, including spreading and tucking in bed sheets?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB13, ,Are you able to carry a shopping bag or briefcase?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB14, ,Are you able to take a tub bath?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB15, ,Are you able to change the bulb in a table lamp?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB16, ,Are you able to press with your index finger (for example ringing a doorbell)?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB17, ,Are you able to put on and take off your socks?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB18, ,Are you able to shave your face or apply makeup?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB19, ,Are you able to squeeze a new tube of toothpaste?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB20, ,Are you able to cut a piece of paper with scissors?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB21, ,Are you able to pick up coins from a table top?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB22, ,Are you able to hold a plate full of food?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB23, ,Are you able to pour liquid from a bottle into a glass?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB24, ,"Are you able to run a short distance, such as to catch a bus?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB25, ,Are you able to push open a door after turning the knob?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB26, ,Are you able to shampoo your hair?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB27, ,Are you able to tie a knot or a bow?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB28, ,Are you able to lift 10 pounds above your shoulder?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB29, ,Are you able to lift a full cup or glass to your mouth?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB30, ,Are you able to open a new milk carton?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB31, ,Are you able to open car doors?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB32, ,Are you able to stand unsupported for 10 minutes?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB33, ,Are you able to remove something from your back pocket?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB34, ,Are you able to change a light bulb overhead?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB35, ,Are you able to open and close your mouth?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB36, ,Are you able to put on a pullover sweater?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB37, ,Are you able to turn faucets on and off?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB38, ,Are you able to wash your face with a washcloth?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB39, ,Are you able to reach and get down a 5 pound object from above your head?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB40, ,Are you able to stand up on tiptoes?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB41, ,Are you able to trim your fingernails?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB42, ,Are you able to stand unsupported for 30 minutes?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFB43, ,"Does your health now limit you in taking care of your personal needs (dress, comb hair, toilet, eat, bathe)?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB44, ,"Does your health now limit you in doing moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB45, ,"Does your health now limit you in taking part in any sports (swimming, bowling, and so forth)?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB46, ,Does your health now limit you in doing housework or jobs around the house?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB47, ,"Does your health now limit you in doing recreational activities which require little exertion (e.g., card playing, knitting, etc.)?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB48, ,Does your health now limit you in taking a shower?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB49, ,Does your health now limit you in going for a short walk (less then 15 minutes)?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB50, ,"How much difficulty do you have doing your daily physical activities, because of your health?",5 = No difficulty at all 4 = A little bit of difficulty 3 = Some difficulty 2 = A lot of difficulty 1 = Can't do because of health,Physical Function,Part II Items,1,5,0.0
PFB51, ,"Does your health now limit you in participating in active sports such as swimming, tennis, or basketball?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB52, ,Does your health now limit you in pursuing your hobbies or other leisure activities?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB53, ,Does your health now limit you in making coffee or tea?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB54, ,"Does your health now limit you in going OUTSIDE the home, for example to shop or visit a doctor’s office?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB55, ,Does your health now limit you in traveling out of town for an overnight stay?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part II Items,1,5,0.0
PFB56, ,Are you able to lift one pound (a full pint container) to shoulder level without bending your elbow?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part II Items,1,5,0.0
PFC1, ,How difficult is it for you to open a previously opened jar?,6 = Very easy 5 = Easy 4 = Slightly difficult 3 = Difficult 2 = Very difficult 1 = Impossible,Physical Function,Part III Items,1,6,0.0
PFC2, ,How difficult is it for you to go for a walk of at least 15 minutes?,6 = Very easy 5 = Easy 4 = Slightly difficult 3 = Difficult 2 = Very difficult 1 = Impossible,Physical Function,Part III Items,1,6,0.0
PFC3, ,How difficult is it for you to climb several flights of stairs?,6 = Very easy 5 = Easy 4 = Slightly difficult 3 = Difficult 2 = Very difficult 1 = Impossible,Physical Function,Part III Items,1,6,0.0
PFC4, ,"How difficult is it for you to do yard work like raking leaves, weeding, or pushing a lawn mower?",6 = Very easy 5 = Easy 4 = Slightly difficult 3 = Difficult 2 = Very difficult 1 = Impossible,Physical Function,Part III Items,1,6,0.0
PFC5, ,How difficult is it for you to do two hours of physical labor?,6 = Very easy 5 = Easy 4 = Slightly difficult 3 = Difficult 2 = Very difficult 1 = Impossible,Physical Function,Part III Items,1,6,0.0
PFC6, ,Are you able to walk a block on flat ground?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC7, ,Are you able to run five miles?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC8, ,Does your health now limit you in opening a previously opened jar?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC9, ,Does your health now limit you in going for a walk of at least 15 minutes?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC10, ,Does your health now limit you in climbing several flights of stairs?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC11, ,"Does your health now limit you in doing yard work like raking leaves, weeding, or pushing a lawn mower?",5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC12, ,Does your health now limit you in doing two hours of physical labor?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC13, ,Are you able to run 100 yards?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC14, ,"Are you able to lift a heavy object of 20 pounds (for example, a case of soft drinks) and carry it for at least 10 yards?",5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC15, ,"To stand up from a sitting position, do you usually need a special chair, a raised toilet seat, or help from another person?",2 = No 1 = Yes,Physical Function,Part III Items,1,2,0.0
PFC16, ,"To get dressed, do you usually need a buttonhook, zipper pull or other gadget, or require help from another person?",2 = No 1 = Yes,Physical Function,Part III Items,1,2,0.0
PFC17, ,"To reach something, do you usually use long-handled appliances or help from another person?",2 = No 1 = Yes,Physical Function,Part III Items,1,2,0.0
PFC18, ,"Over the past 7 days, did you use a hammer to pound a nail?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC19, ,"Over the past 7 days, did you run or jog for 2 miles?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC20, ,Does your health now limit you in walking one hundred yards?,5 = Not at all 4 = Very little 3 = Somewhat 2 = Quite a lot 1 = Cannot do,Physical Function,Part III Items,1,5,0.0
PFC21, ,Are you able to run on even ground?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC22, ,"Over the past 7 days, did you open a previously opened jar?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC23, ,"Over the past 7 days, did you go for a walk of at least 15 minutes?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC24, ,"Over the past 7 days, did you climb several flights of stairs at one time?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC25, ,"Over the past 7 days, did you do yard work like raking leaves, weeding, or pushing a lawn mower?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC26, ,"Over the past 7 days, did you do two hours of physical labor at one time?",1 = No 2 = Yes,Physical Function,Part III Items,1,2,0.0
PFC27, ,"To open previously opened jars, do you usually use a jar opener, or help from another person?",2 = No 1 = Yes,Physical Function,Part III Items,1,2,0.0
PFC28, ,"To get around, do you usually need a cane, crutches, walker, wheelchair, or help from another person?",2 = No 1 = Yes,Physical Function,Part III Items,1,2,0.0
PFC29, ,Are you able to walk up and down two steps?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
PFC30, ,Are you able to carry a suitcase up a flight of stairs?,5 = Without any difficulty 4 = With a little difficulty 3 = With some difficulty 2 = With much difficulty 1 = Unable to do,Physical Function,Part III Items,1,5,0.0
